------------------------------------------------------------
Server listening on TCP port 8000 with pid 5226
TCP window size: 85.3 KByte (default)
------------------------------------------------------------
[  4] local 192.168.0.12 port 8000 connected with 192.168.0.11 port 49153
[ ID] Interval        Transfer    Bandwidth       Reads   Dist(bin=16.0K)
[  4] 0.00-0.10 sec  3.88 MBytes   325 Mbits/sec  193    68:119:6:0:0:0:0:0
[  4] 0.10-0.20 sec  7.27 MBytes   610 Mbits/sec  359    133:207:19:0:0:0:0:0
[  4] 0.20-0.30 sec  7.32 MBytes   614 Mbits/sec  354    121:203:30:0:0:0:0:0
[  4] 0.30-0.40 sec  7.29 MBytes   612 Mbits/sec  344    105:222:17:0:0:0:0:0
[  4] 0.40-0.50 sec  7.25 MBytes   608 Mbits/sec  367    147:201:19:0:0:0:0:0
[  4] 0.50-0.60 sec  7.28 MBytes   611 Mbits/sec  357    132:208:17:0:0:0:0:0
[  4] 0.60-0.70 sec  7.24 MBytes   607 Mbits/sec  359    136:199:24:0:0:0:0:0
[  4] 0.70-0.80 sec  7.29 MBytes   611 Mbits/sec  369    145:199:25:0:0:0:0:0
[  4] 0.80-0.90 sec  7.26 MBytes   609 Mbits/sec  351    116:219:16:0:0:0:0:0
[  4] 0.90-1.00 sec  7.26 MBytes   609 Mbits/sec  360    137:203:20:0:0:0:0:0
[  4] 1.00-1.10 sec  7.27 MBytes   610 Mbits/sec  349    116:203:29:1:0:0:0:0
[  4] 1.10-1.20 sec  7.23 MBytes   607 Mbits/sec  369    143:211:15:0:0:0:0:0
[  4] 1.20-1.30 sec  7.23 MBytes   607 Mbits/sec  347    112:218:17:0:0:0:0:0
[  4] 1.30-1.40 sec  7.00 MBytes   588 Mbits/sec  477    286:175:16:0:0:0:0:0
[  4] 1.40-1.50 sec  7.21 MBytes   605 Mbits/sec  353    125:213:15:0:0:0:0:0
[  4] 1.50-1.60 sec  7.11 MBytes   596 Mbits/sec  355    133:205:17:0:0:0:0:0
[  4] 1.60-1.70 sec  7.16 MBytes   601 Mbits/sec  360    132:215:13:0:0:0:0:0
[  4] 1.70-1.80 sec  7.18 MBytes   602 Mbits/sec  337    103:219:15:0:0:0:0:0
[  4] 1.80-1.90 sec  7.18 MBytes   602 Mbits/sec  337    105:217:15:0:0:0:0:0
[  4] 1.90-2.00 sec  7.20 MBytes   604 Mbits/sec  341    107:223:11:0:0:0:0:0
[  4] 2.00-2.10 sec  7.15 MBytes   600 Mbits/sec  347    121:211:15:0:0:0:0:0
