------------------------------------------------------------
Server listening on TCP port 8000 with pid 4566
TCP window size: 85.3 KByte (default)
------------------------------------------------------------
[  4] local 192.168.0.12 port 8000 connected with 192.168.0.11 port 49153
[ ID] Interval        Transfer    Bandwidth       Reads   Dist(bin=16.0K)
[  4] 0.00-0.10 sec  1.95 MBytes   164 Mbits/sec  1393    1393:0:0:0:0:0:0:0
[  4] 0.10-0.20 sec  2.91 MBytes   244 Mbits/sec  1709    1709:0:0:0:0:0:0:0
[  4] 0.20-0.30 sec  3.70 MBytes   310 Mbits/sec  1784    1784:0:0:0:0:0:0:0
[  4] 0.30-0.40 sec  3.95 MBytes   331 Mbits/sec  1822    1822:0:0:0:0:0:0:0
[  4] 0.40-0.50 sec  3.95 MBytes   331 Mbits/sec  1815    1815:0:0:0:0:0:0:0
[  4] 0.50-0.60 sec  3.93 MBytes   330 Mbits/sec  1817    1817:0:0:0:0:0:0:0
[  4] 0.60-0.70 sec  3.95 MBytes   331 Mbits/sec  1776    1776:0:0:0:0:0:0:0
[  4] 0.70-0.80 sec  3.92 MBytes   329 Mbits/sec  1758    1758:0:0:0:0:0:0:0
[  4] 0.80-0.90 sec  3.92 MBytes   329 Mbits/sec  1745    1745:0:0:0:0:0:0:0
[  4] 0.90-1.00 sec  3.91 MBytes   328 Mbits/sec  1825    1825:0:0:0:0:0:0:0
[  4] 1.00-1.10 sec  3.91 MBytes   328 Mbits/sec  1810    1810:0:0:0:0:0:0:0
[  4] 1.10-1.20 sec  3.91 MBytes   328 Mbits/sec  1777    1777:0:0:0:0:0:0:0
[  4] 1.20-1.30 sec  3.87 MBytes   325 Mbits/sec  1793    1793:0:0:0:0:0:0:0
[  4] 1.30-1.40 sec  3.88 MBytes   326 Mbits/sec  1812    1812:0:0:0:0:0:0:0
[  4] 1.40-1.50 sec  3.90 MBytes   327 Mbits/sec  1818    1818:0:0:0:0:0:0:0
[  4] 1.50-1.60 sec  3.88 MBytes   326 Mbits/sec  1801    1801:0:0:0:0:0:0:0
[  4] 1.60-1.70 sec  3.93 MBytes   330 Mbits/sec  1773    1773:0:0:0:0:0:0:0
[  4] 1.70-1.80 sec  4.66 MBytes   391 Mbits/sec  602    595:7:0:0:0:0:0:0
