------------------------------------------------------------
Server listening on TCP port 8000 with pid 5148
TCP window size: 85.3 KByte (default)
------------------------------------------------------------
[  4] local 192.168.0.12 port 8000 connected with 192.168.0.11 port 49153
[ ID] Interval        Transfer    Bandwidth       Reads   Dist(bin=16.0K)
[  4] 0.00-0.10 sec  3.89 MBytes   326 Mbits/sec  200    80:106:13:1:0:0:0:0
[  4] 0.10-0.20 sec  7.38 MBytes   619 Mbits/sec  358    127:211:20:0:0:0:0:0
[  4] 0.20-0.30 sec  7.29 MBytes   612 Mbits/sec  342    110:202:30:0:0:0:0:0
[  4] 0.30-0.40 sec  7.35 MBytes   617 Mbits/sec  358    131:204:23:0:0:0:0:0
[  4] 0.40-0.50 sec  7.35 MBytes   616 Mbits/sec  352    116:217:19:0:0:0:0:0
[  4] 0.50-0.60 sec  7.35 MBytes   616 Mbits/sec  349    120:209:20:0:0:0:0:0
[  4] 0.60-0.70 sec  7.32 MBytes   614 Mbits/sec  351    119:205:27:0:0:0:0:0
[  4] 0.70-0.80 sec  7.29 MBytes   612 Mbits/sec  359    129:212:18:0:0:0:0:0
[  4] 0.80-0.90 sec  7.26 MBytes   609 Mbits/sec  362    134:213:15:0:0:0:0:0
[  4] 0.90-1.00 sec  7.27 MBytes   610 Mbits/sec  349    121:207:21:0:0:0:0:0
[  4] 1.00-1.10 sec  7.26 MBytes   609 Mbits/sec  350    119:212:19:0:0:0:0:0
[  4] 1.10-1.20 sec  7.26 MBytes   609 Mbits/sec  344    114:205:25:0:0:0:0:0
[  4] 1.20-1.30 sec  7.23 MBytes   607 Mbits/sec  349    121:211:17:0:0:0:0:0
[  4] 1.30-1.40 sec  7.21 MBytes   605 Mbits/sec  357    136:203:18:0:0:0:0:0
[  4] 1.40-1.50 sec  7.22 MBytes   606 Mbits/sec  355    122:210:23:0:0:0:0:0
[  4] 1.50-1.60 sec  7.22 MBytes   606 Mbits/sec  350    125:210:15:0:0:0:0:0
[  4] 1.60-1.70 sec  7.23 MBytes   606 Mbits/sec  351    124:209:18:0:0:0:0:0
[  4] 1.70-1.80 sec  7.21 MBytes   605 Mbits/sec  363    142:204:17:0:0:0:0:0
[  4] 1.80-1.90 sec  7.21 MBytes   605 Mbits/sec  364    144:205:15:0:0:0:0:0
[  4] 1.90-2.00 sec  6.26 MBytes   525 Mbits/sec  1057    1033:22:2:0:0:0:0:0
[  4] 2.00-2.10 sec  6.61 MBytes   554 Mbits/sec  756    646:102:8:0:0:0:0:0
[  4] 2.10-2.20 sec  7.18 MBytes   602 Mbits/sec  362    142:205:15:0:0:0:0:0
[  4] 2.20-2.30 sec  7.21 MBytes   605 Mbits/sec  347    122:205:20:0:0:0:0:0
[  4] 2.30-2.40 sec  7.15 MBytes   600 Mbits/sec  346    117:211:18:0:0:0:0:0
[  4] 2.40-2.50 sec  7.20 MBytes   604 Mbits/sec  354    122:215:17:0:0:0:0:0
[  4] 2.50-2.60 sec  7.19 MBytes   603 Mbits/sec  347    118:209:20:0:0:0:0:0
[  4] 2.60-2.70 sec  6.69 MBytes   562 Mbits/sec  713    593:112:7:1:0:0:0:0
[  4] 2.70-2.80 sec  6.11 MBytes   512 Mbits/sec  1138    1137:1:0:0:0:0:0:0
[  4] 2.80-2.90 sec  7.22 MBytes   606 Mbits/sec  347    120:213:14:0:0:0:0:0
[  4] 2.90-3.00 sec  7.17 MBytes   602 Mbits/sec  346    123:208:15:0:0:0:0:0
[  4] 3.00-3.10 sec  7.10 MBytes   595 Mbits/sec  377    168:192:17:0:0:0:0:0
[  4] 3.10-3.20 sec  7.21 MBytes   604 Mbits/sec  352    126:214:12:0:0:0:0:0
[  4] 3.20-3.30 sec  7.15 MBytes   600 Mbits/sec  353    127:209:17:0:0:0:0:0
[  4] 3.30-3.40 sec  7.12 MBytes   597 Mbits/sec  365    147:204:14:0:0:0:0:0
[  4] 3.40-3.50 sec  7.18 MBytes   602 Mbits/sec  346    118:215:13:0:0:0:0:0
[  4] 3.50-3.60 sec  7.16 MBytes   601 Mbits/sec  356    128:208:19:1:0:0:0:0
[  4] 3.60-3.70 sec  7.17 MBytes   601 Mbits/sec  361    138:210:13:0:0:0:0:0
[  4] 3.70-3.80 sec  7.12 MBytes   597 Mbits/sec  346    119:209:18:0:0:0:0:0
[  4] 3.80-3.90 sec  7.18 MBytes   602 Mbits/sec  341    110:215:16:0:0:0:0:0
[  4] 3.90-4.00 sec  7.13 MBytes   598 Mbits/sec  350    129:209:12:0:0:0:0:0
[  4] 4.00-4.10 sec  7.17 MBytes   601 Mbits/sec  351    126:211:14:0:0:0:0:0
[  4] 4.10-4.20 sec  7.15 MBytes   600 Mbits/sec  349    122:209:18:0:0:0:0:0
[  4] 4.20-4.30 sec  7.15 MBytes   600 Mbits/sec  353    129:210:14:0:0:0:0:0
[  4] 4.30-4.40 sec  7.21 MBytes   604 Mbits/sec  343    114:205:24:0:0:0:0:0
[  4] 4.40-4.50 sec  7.18 MBytes   602 Mbits/sec  347    123:209:15:0:0:0:0:0
[  4] 4.50-4.60 sec  7.15 MBytes   600 Mbits/sec  343    115:213:15:0:0:0:0:0
[  4] 4.60-4.70 sec  6.78 MBytes   568 Mbits/sec  642    501:128:13:0:0:0:0:0
[  4] 4.70-4.80 sec  7.18 MBytes   602 Mbits/sec  363    143:202:18:0:0:0:0:0
[  4] 4.80-4.90 sec  7.18 MBytes   602 Mbits/sec  350    121:213:16:0:0:0:0:0
[  4] 4.90-5.00 sec  7.18 MBytes   602 Mbits/sec  345    117:210:18:0:0:0:0:0
[  4] 5.00-5.10 sec  7.05 MBytes   591 Mbits/sec  362    146:208:8:0:0:0:0:0
[  4] 5.10-5.20 sec  7.14 MBytes   599 Mbits/sec  353    131:206:16:0:0:0:0:0
[  4] 5.20-5.30 sec  7.11 MBytes   597 Mbits/sec  347    119:207:21:0:0:0:0:0
[  4] 5.30-5.40 sec  7.12 MBytes   597 Mbits/sec  359    139:205:15:0:0:0:0:0
[  4] 5.40-5.50 sec  7.12 MBytes   597 Mbits/sec  361    146:199:16:0:0:0:0:0
[  4] 5.50-5.60 sec  7.15 MBytes   600 Mbits/sec  352    125:212:15:0:0:0:0:0
[  4] 5.60-5.70 sec  7.09 MBytes   595 Mbits/sec  354    135:198:21:0:0:0:0:0
[  4] 5.70-5.80 sec  7.12 MBytes   597 Mbits/sec  355    128:214:13:0:0:0:0:0
[  4] 5.80-5.90 sec  7.09 MBytes   595 Mbits/sec  348    125:204:19:0:0:0:0:0
[  4] 5.90-6.00 sec  7.05 MBytes   592 Mbits/sec  407    200:190:17:0:0:0:0:0
[  4] 6.00-6.10 sec  6.48 MBytes   544 Mbits/sec  776    676:88:12:0:0:0:0:0
[  4] 6.10-6.20 sec  6.35 MBytes   533 Mbits/sec  688    577:99:12:0:0:0:0:0
[  4] 6.20-6.30 sec  6.02 MBytes   505 Mbits/sec  1124    1124:0:0:0:0:0:0:0
[  4] 6.30-6.40 sec  6.53 MBytes   548 Mbits/sec  762    658:100:4:0:0:0:0:0
[  4] 6.40-6.50 sec  6.08 MBytes   510 Mbits/sec  1048    1029:19:0:0:0:0:0:0
[  4] 6.50-6.60 sec  5.98 MBytes   502 Mbits/sec  1115    1115:0:0:0:0:0:0:0
[  4] 6.60-6.70 sec  6.49 MBytes   544 Mbits/sec  790    693:92:5:0:0:0:0:0
[  4] 6.70-6.80 sec  7.09 MBytes   595 Mbits/sec  353    128:213:12:0:0:0:0:0
[  4] 6.80-6.90 sec  7.09 MBytes   595 Mbits/sec  351    128:205:18:0:0:0:0:0
[  4] 6.90-7.00 sec  6.84 MBytes   574 Mbits/sec  346    134:194:18:0:0:0:0:0
[  4] 7.00-7.10 sec  7.02 MBytes   589 Mbits/sec  351    133:201:17:0:0:0:0:0
[  4] 7.10-7.20 sec  7.00 MBytes   587 Mbits/sec  363    144:197:22:0:0:0:0:0
[  4] 7.20-7.30 sec  6.23 MBytes   523 Mbits/sec  846    771:70:5:0:0:0:0:0
[  4] 7.30-7.40 sec  5.90 MBytes   495 Mbits/sec  1095    1095:0:0:0:0:0:0:0
[  4] 7.40-7.50 sec  6.18 MBytes   518 Mbits/sec  952    910:37:5:0:0:0:0:0
[  4] 7.50-7.60 sec  6.30 MBytes   528 Mbits/sec  854    782:67:5:0:0:0:0:0
[  4] 7.60-7.70 sec  6.35 MBytes   532 Mbits/sec  781    688:90:3:0:0:0:0:0
[  4] 7.70-7.80 sec  7.00 MBytes   587 Mbits/sec  345    123:211:11:0:0:0:0:0
[  4] 7.80-7.90 sec  6.99 MBytes   586 Mbits/sec  342    118:208:16:0:0:0:0:0
[  4] 7.90-8.00 sec  6.57 MBytes   551 Mbits/sec  621    483:125:13:0:0:0:0:0
[  4] 8.00-8.10 sec  7.01 MBytes   588 Mbits/sec  342    120:206:16:0:0:0:0:0
[  4] 8.10-8.20 sec  6.67 MBytes   560 Mbits/sec  542    380:152:10:0:0:0:0:0
[  4] 8.20-8.30 sec  7.03 MBytes   590 Mbits/sec  355    136:197:22:0:0:0:0:0
[  4] 8.30-8.40 sec  6.97 MBytes   585 Mbits/sec  346    122:202:22:0:0:0:0:0
[  4] 8.40-8.50 sec  7.04 MBytes   591 Mbits/sec  352    133:201:18:0:0:0:0:0
[  4] 8.50-8.60 sec  6.98 MBytes   586 Mbits/sec  352    134:193:25:0:0:0:0:0
[  4] 8.60-8.70 sec  6.94 MBytes   583 Mbits/sec  355    141:195:19:0:0:0:0:0
[  4] 8.70-8.80 sec  6.22 MBytes   522 Mbits/sec  845    773:66:6:0:0:0:0:0
[  4] 8.80-8.90 sec  6.40 MBytes   537 Mbits/sec  818    733:79:6:0:0:0:0:0
[  4] 8.90-9.00 sec  6.84 MBytes   574 Mbits/sec  425    230:180:15:0:0:0:0:0
[  4] 9.00-9.10 sec  6.86 MBytes   576 Mbits/sec  372    161:195:16:0:0:0:0:0
[  4] 9.10-9.20 sec  6.92 MBytes   580 Mbits/sec  348    130:204:14:0:0:0:0:0
[  4] 9.20-9.30 sec  7.06 MBytes   592 Mbits/sec  345    118:208:19:0:0:0:0:0
[  4] 9.30-9.40 sec  6.90 MBytes   579 Mbits/sec  343    130:195:18:0:0:0:0:0
[  4] 9.40-9.50 sec  6.60 MBytes   554 Mbits/sec  590    445:136:9:0:0:0:0:0
[  4] 9.50-9.60 sec  7.04 MBytes   591 Mbits/sec  348    127:201:20:0:0:0:0:0
[  4] 9.60-9.70 sec  6.99 MBytes   587 Mbits/sec  345    123:211:11:0:0:0:0:0
[  4] 9.70-9.80 sec  6.65 MBytes   558 Mbits/sec  532    373:145:14:0:0:0:0:0
[  4] 9.80-9.90 sec  7.01 MBytes   588 Mbits/sec  344    122:200:22:0:0:0:0:0
[  4] 9.90-10.00 sec  6.58 MBytes   552 Mbits/sec  335    133:187:15:0:0:0:0:0
[  4] 10.00-10.10 sec  0.00 Bytes  0.00 bits/sec  0    0:0:0:0:0:0:0:0
[  4] 10.10-10.20 sec  0.00 Bytes  0.00 bits/sec  0    0:0:0:0:0:0:0:0
[  4] 10.20-10.30 sec  2.30 MBytes   193 Mbits/sec  111    36:69:6:0:0:0:0:0
[  4] 10.30-10.40 sec  6.38 MBytes   536 Mbits/sec  546    397:133:16:0:0:0:0:0
[  4] 10.40-10.50 sec  6.13 MBytes   514 Mbits/sec  982    945:31:6:0:0:0:0:0
[  4] 10.50-10.60 sec  6.02 MBytes   505 Mbits/sec  849    787:55:7:0:0:0:0:0
[  4] 10.60-10.70 sec  6.31 MBytes   529 Mbits/sec  812    728:78:6:0:0:0:0:0
[  4] 10.70-10.80 sec  6.96 MBytes   584 Mbits/sec  384    177:196:11:0:0:0:0:0
[  4] 10.80-10.90 sec  7.05 MBytes   591 Mbits/sec  342    118:201:23:0:0:0:0:0
[  4] 10.90-11.00 sec  7.07 MBytes   593 Mbits/sec  352    131:205:16:0:0:0:0:0
[  4] 11.00-11.10 sec  7.18 MBytes   602 Mbits/sec  354    128:206:20:0:0:0:0:0
[  4] 11.10-11.20 sec  7.21 MBytes   605 Mbits/sec  348    122:200:26:0:0:0:0:0
[  4] 11.20-11.30 sec  7.21 MBytes   605 Mbits/sec  346    118:212:15:1:0:0:0:0
[  4] 11.30-11.40 sec  7.03 MBytes   590 Mbits/sec  352    132:198:22:0:0:0:0:0
[  4] 11.40-11.50 sec  6.97 MBytes   585 Mbits/sec  358    142:201:15:0:0:0:0:0
[  4] 11.50-11.60 sec  6.96 MBytes   584 Mbits/sec  343    119:203:21:0:0:0:0:0
[  4] 11.60-11.70 sec  6.16 MBytes   516 Mbits/sec  912    858:51:3:0:0:0:0:0
[  4] 11.70-11.80 sec  6.35 MBytes   532 Mbits/sec  831    752:74:5:0:0:0:0:0
[  4] 11.80-11.90 sec  7.10 MBytes   596 Mbits/sec  341    111:211:18:1:0:0:0:0
[  4] 11.90-12.00 sec  6.72 MBytes   563 Mbits/sec  628    483:136:9:0:0:0:0:0
[  4] 12.00-12.10 sec  6.46 MBytes   542 Mbits/sec  848    767:73:8:0:0:0:0:0
[  4] 12.10-12.20 sec  7.18 MBytes   602 Mbits/sec  352    132:207:13:0:0:0:0:0
[  4] 12.20-12.30 sec  7.18 MBytes   602 Mbits/sec  348    117:212:19:0:0:0:0:0
[  4] 12.30-12.40 sec  7.06 MBytes   592 Mbits/sec  347    121:209:17:0:0:0:0:0
[  4] 12.40-12.50 sec  7.06 MBytes   592 Mbits/sec  348    123:203:22:0:0:0:0:0
[  4] 12.50-12.60 sec  6.71 MBytes   563 Mbits/sec  610    466:131:13:0:0:0:0:0
[  4] 12.60-12.70 sec  6.37 MBytes   534 Mbits/sec  844    762:75:7:0:0:0:0:0
[  4] 12.70-12.80 sec  7.01 MBytes   588 Mbits/sec  348    128:205:15:0:0:0:0:0
[  4] 12.80-12.90 sec  6.41 MBytes   538 Mbits/sec  755    657:91:7:0:0:0:0:0
[  4] 12.90-13.00 sec  7.01 MBytes   588 Mbits/sec  351    134:207:10:0:0:0:0:0
[  4] 13.00-13.10 sec  7.08 MBytes   594 Mbits/sec  354    132:207:15:0:0:0:0:0
[  4] 13.10-13.20 sec  6.67 MBytes   560 Mbits/sec  672    544:114:14:0:0:0:0:0
[  4] 13.20-13.30 sec  7.09 MBytes   595 Mbits/sec  356    131:207:18:0:0:0:0:0
