------------------------------------------------------------
Server listening on TCP port 8002 with pid 4696
TCP window size: 85.3 KByte (default)
------------------------------------------------------------
[  4] local 192.168.0.12 port 8002 connected with 192.168.0.11 port 49153
[ ID] Interval        Transfer    Bandwidth       Reads   Dist(bin=16.0K)
[  4] 0.00-0.10 sec  2.58 MBytes   217 Mbits/sec  1006    1006:0:0:0:0:0:0:0
[  4] 0.10-0.20 sec  3.50 MBytes   294 Mbits/sec  1291    1291:0:0:0:0:0:0:0
[  4] 0.20-0.30 sec  4.46 MBytes   374 Mbits/sec  1503    1503:0:0:0:0:0:0:0
[  4] 0.30-0.40 sec  4.73 MBytes   397 Mbits/sec  1412    1412:0:0:0:0:0:0:0
[  4] 0.40-0.50 sec  4.76 MBytes   399 Mbits/sec  1380    1380:0:0:0:0:0:0:0
[  4] 0.50-0.60 sec  4.75 MBytes   399 Mbits/sec  1395    1395:0:0:0:0:0:0:0
[  4] 0.60-0.70 sec  5.20 MBytes   436 Mbits/sec  590    500:90:0:0:0:0:0:0
[  4] 0.70-0.80 sec  5.35 MBytes   448 Mbits/sec  390    280:110:0:0:0:0:0:0
[  4] 0.80-0.90 sec  4.27 MBytes   358 Mbits/sec  551    502:49:0:0:0:0:0:0
[  4] 0.90-1.00 sec  3.04 MBytes   255 Mbits/sec  1186    1186:0:0:0:0:0:0:0
[  4] 1.00-1.10 sec  3.04 MBytes   255 Mbits/sec  1210    1210:0:0:0:0:0:0:0
[  4] 1.10-1.20 sec  3.04 MBytes   255 Mbits/sec  1232    1232:0:0:0:0:0:0:0
[  4] 1.20-1.30 sec  3.01 MBytes   252 Mbits/sec  1195    1195:0:0:0:0:0:0:0
[  4] 1.30-1.40 sec  3.03 MBytes   255 Mbits/sec  1169    1169:0:0:0:0:0:0:0
[  4] 1.40-1.50 sec  3.02 MBytes   254 Mbits/sec  1177    1177:0:0:0:0:0:0:0
[  4] 1.50-1.60 sec  3.02 MBytes   253 Mbits/sec  1192    1192:0:0:0:0:0:0:0
[  4] 1.60-1.70 sec  3.04 MBytes   255 Mbits/sec  1186    1186:0:0:0:0:0:0:0
[  4] 1.70-1.80 sec  3.04 MBytes   255 Mbits/sec  1157    1157:0:0:0:0:0:0:0
[  4] 1.80-1.90 sec  4.29 MBytes   360 Mbits/sec  1465    1465:0:0:0:0:0:0:0
[  4] 1.90-2.00 sec  4.52 MBytes   379 Mbits/sec  1514    1514:0:0:0:0:0:0:0
[  4] 2.00-2.10 sec  5.22 MBytes   438 Mbits/sec  498    399:99:0:0:0:0:0:0
[  4] 2.10-2.20 sec  5.32 MBytes   446 Mbits/sec  395    289:106:0:0:0:0:0:0
[  4] 2.20-2.30 sec  5.33 MBytes   447 Mbits/sec  389    290:99:0:0:0:0:0:0
[  4] 2.30-2.40 sec  5.32 MBytes   446 Mbits/sec  392    291:101:0:0:0:0:0:0
[  4] 2.40-2.50 sec  5.29 MBytes   444 Mbits/sec  396    298:98:0:0:0:0:0:0
[  4] 2.50-2.60 sec  5.28 MBytes   443 Mbits/sec  390    284:106:0:0:0:0:0:0
[  4] 2.60-2.70 sec  5.30 MBytes   445 Mbits/sec  391    288:103:0:0:0:0:0:0
[  4] 2.70-2.80 sec  5.16 MBytes   433 Mbits/sec  389    303:86:0:0:0:0:0:0
[  4] 2.80-2.90 sec  5.20 MBytes   437 Mbits/sec  393    292:101:0:0:0:0:0:0
[  4] 2.90-3.00 sec  5.29 MBytes   444 Mbits/sec  393    290:103:0:0:0:0:0:0
[  4] 3.00-3.10 sec  5.28 MBytes   443 Mbits/sec  394    293:101:0:0:0:0:0:0
[  4] 3.10-3.20 sec  5.32 MBytes   446 Mbits/sec  395    279:116:0:0:0:0:0:0
[  4] 3.20-3.30 sec  5.30 MBytes   445 Mbits/sec  391    300:91:0:0:0:0:0:0
[  4] 3.30-3.40 sec  5.30 MBytes   445 Mbits/sec  396    302:94:0:0:0:0:0:0
[  4] 3.40-3.50 sec  5.34 MBytes   448 Mbits/sec  392    282:110:0:0:0:0:0:0
[  4] 3.50-3.60 sec  5.30 MBytes   445 Mbits/sec  394    282:112:0:0:0:0:0:0
[  4] 3.60-3.70 sec  5.31 MBytes   446 Mbits/sec  390    283:107:0:0:0:0:0:0
[  4] 3.70-3.80 sec  5.32 MBytes   447 Mbits/sec  392    288:104:0:0:0:0:0:0
[  4] 3.80-3.90 sec  5.30 MBytes   445 Mbits/sec  391    289:102:0:0:0:0:0:0
[  4] 3.90-4.00 sec  5.31 MBytes   446 Mbits/sec  388    274:114:0:0:0:0:0:0
[  4] 4.00-4.10 sec  5.32 MBytes   446 Mbits/sec  391    292:99:0:0:0:0:0:0
[  4] 4.10-4.20 sec  5.30 MBytes   444 Mbits/sec  394    286:108:0:0:0:0:0:0
