99.9		100		98.8 		98.8 		100 		100
100		99.8		101 		101 		100 		99.9
100		99.9		98.8 		98.8 		99.9 		100
99.9		100		101 		101 		99.9 		100
100		100		101 		101 		100 		100
100		100		98.8 		98.8 		99.9 		100
100		100		101 		101 		100 		100
100		99.9		98.8 		98.8 		99.9 		100
99.9		100		101 		101 		100 		99.9
100		99.8		101 		101 		100 		100
100		100		98.8 		98.8 		100 		100
100		100		101 		101 		99.9 		100
100		99.9		101 		98.8 		100 		99.9
100		100		98.8 		101 		100 		100
100		99.9		101 		101 		99.8 		100
100		99.9		98.8 		98.8 		100 		100
99.9		100		101 		101 		100 		99.9
100		100		101 		98.8 		99.9 		100
100		100		98.8 		101 		100 		100
100		99.9		101 		101 		99.7 		100
100		100		98.8 		98.8 		100 		100
99.9		100		101 		101 		100 		100
100		99.9		101 		98.8 		100 		99.9
99.9		100		98.8 		101 		99.9 		100
100		100		101 		101 		100 		100
100		99.9		98.8 		98.8 		100 		100
100		100		101 		101 		100 		100
99.9		100		101 		98.8 		100 		99.9
100		99.9		98.8 		101 		99.8 		100
100		100		101 		101 		100 		99.9
100		99.9		98.8 		98.8 		99.9 		100
100		100		101 		101 		100 		100
99.9		100		101 		98.9 		99.9 		100
100		100		98.8 		101 		100 		100
100		100		101 		101 		99.9 		100
100		99.8		98.8 		98.8 		99.9 		100
100		100		101 		101 		100 		99.9
100		99.9		101 		98.9 		100 		100
99.9		100		98.8 		101 		100 		99.9
100		100		101 		101 		100 		100
100		99.8		98.8 		98.8 		100 		100
100		100		101 		101 		99.8 		100
100		99.9		101 		101 		100 		100
99.9		100		98.8 		98.8 		100 		99.9
100		100		101 		101 		99.9 		100
100		100		98.8 		98.8 		100 		100
100		100		101 		101 		100 		100
100		99.9		101 		101 		99.9 		100
99.9		99.9		98.8 		98.8 		100 		99.9
100		100		101 		101 		99.9 		100
100		100		98.8 		98.8 		100 		100
99.9		100		101 		101 		100 		100
100		100		101 		101 		100 		100
100		99.8		98.8 		98.8 		99.9 		100
100		100		101 		101 		100 		100
100		99.9		98.8 		98.8 		99.8 		99.9
99.9		99.9		101 		101 		100 		100
100		100		101 		101 		99.9 		100
100		100		98.8 		98.8 		100 		100
100		100		101 		101 		99.9 		100
100		100		98.8 		98.8 		100 		100
100		100		101 		101 		99.8 		100
100		100		101 		101 		100 		99.9
100		100		98.8 		98.8 		100 		100
99.9		99.9		101 		101 		100 		99.9
100		100		98.8 		98.8 		100 		100
99.9		100		101 		101 		99.9 		100
100		99.9		101 		101 		100 		100
100		99.9		98.8 		98.8 		99.8 		100
100		100		101 		101 		100 		99.9
99.9		99.9		98.8 		98.8 		99.8 		100
100		99.9		101 		101 		100 		100
99.9		100		101 		101 		100 		100
100		100		98.8 		98.8 		100 		100
99.9		100		101 		101 		99.9 		100
100		100		98.8 		98.8 		100 		100
100		100		101 		101 		100 		99.9
100		99.9		101 		101 		99.7 		100
100		100		14.1 		98.8 		100 		100
99.9		99.9		0.00 		101 		99.9 		100
100		100		44.7 		98.8 		100 		100
99.9		100		101 		101 		99.9 		100
100		99.9		98.8 		101 		100 		100
100		100		101 		98.8 		99.8 		99.9
100		100		78.6 		101 		100 		100
100		99.9		0.00 		98.8 		99.9 		99.9
99.9		99.9		36.6 		101 		100 		100
100		100		98.8 		101 		99.8 		100
100		99.8		101 		98.8 		100 		100
100		100		98.8 		101 		100 		100
99.9		99.9		101 		98.8 		99.9 		99.9
100		100		101 		101 		99.9 		100
100		100		98.8 		101 		100 		99.9
100		100		101 		98.8 		100 		100
100		99.9		101 		101 		99.8 		100
100		100		98.8 		98.8 		100 		99.9
100		100		101 		101 		99.9 		100
99.9		100		98.8 		101 		100 		100
100		100		101 		98.8 		100 		100
100		99.6		101 		101 		99.9 		100
100		100		98.8 		98.8 		100 		100
100		99.8		101 		101 		99.9 		100
100		99.9		98.8 		101 		100 		100
100		100		101 		98.8 		100 		99.9
99.9		100		101 		101 		99.9 		100
100		99.9		98.9 		99.0 		100 		100
100		100		101 		101 		100 		100
100		99.8		98.9 		101 		99.8 		100
100		100		101 		98.8 		100 		100
99.9		100		101 		101 		99.9 		100
100		100		98.7 		100 		100 		100
100		99.9		101 		99.3 		99.9 		99.9
100		100		98.8 		101 		99.9 		100
99.9		100		101 		98.8 		100 		100
100		100		98.8 		101 		100 		100
100		100		101 		101 		99.9 		100
100		100		101 		98.8 		100 		99.9
99.9		100		98.8 		101 		99.9 		100
100		99.9		101 		98.8 		100 		100
99.9		100		101 		101 		99.9 		100
100		100		98.8 		101 		100 		100
100		100		101 		98.8 		100 		100
100		100		98.8 		101 		100 		100
100		99.8		101 		98.8 		99.9 		100
100		100		101 		101 		100 		99.9
99.9		100		98.8 		101 		100 		100
100		100		101 		98.8 		99.9 		100
100		100		98.8 		101 		99.9 		100
100		99.9		101 		98.8 		100 		100
100		100		101 		101 		100 		100
99.9		100		98.8 		101 		100 		100
100		99.8		101 		98.8 		100 		100
100		100		98.8 		101 		100 		99.9
99.9		100		101 		98.8 		99.8 		100
100		99.9		101 		101 		100 		100
100		100		98.8 		101 		99.9 		100
100		100		101 		98.8 		100 		100
99.9		99.8		98.8 		101 		99.9 		99.9
100		100		101 		98.8 		100 		100
100		100		101 		101 		99.9 		100
99.9		99.9		98.8 		101 		100 		100
100		58.2		101 		98.8 		99.9 		100
100		0.00		98.8 		101 		100 		99.9
100		112		101 		98.8 		100 		100
100		95.3		101 		101 		99.9 		100
99.9		100		98.8 		101 		100 		100
100		99.9		101 		98.8 		99.9 		100
100		99.9		98.8 		101 		100 		100
55.6		100		101 		98.8 		100 		100
0.00		100		101 		101 		99.9 		100
0.00		99.9		98.8 		101 		100 		100
112		100		101 		98.8 		99.9 		99.9
87.8		100		98.8 		101 		99.9 		100
99.9		100		101 		98.8 		100 		99.9
100		99.9		101 		101 		99.9 		100
100		99.9		98.8 		101 		100 		100
100		100		101 		98.8 		100 		100
64.0		100		98.8 		101 		99.8 		100
0.00		100		101 		98.8 		100 		99.9
0.00		99.9		101 		101 		100 		100
224		100		98.8 		101 		99.9 		100
73.6		99.8		101 		98.8 		99.9 		100
100		100		101 		101 		99.9 		100
100		100		98.8 		98.8 		100 		99.9
32.6		99.9		101 		101 		100 		100
0.00		100		98.8 		101 		99.8 		100
10.5		100		101 		98.8 		100 		100
104		99.8		101 		101 		100 		100
100		100		98.8 		98.8 		100 		100
100		100		101 		101 		100 		100
99.9		99.9		98.8 		98.8 		99.9 		100
100		99.9		101 		101 		99.8 		99.9
100		100		101 		101 		100 		100
99.9		100		98.8 		98.8 		100 		100
100		100		101 		101 		100 		100
100		99.9		98.8 		98.8 		100 		100
100		100		101 		101 		99.8 		100
100		100		101 		101 		100 		100
100		99.9		98.8 		86.6 		99.9 		100
100		100		101 		112 		99.8 		99.9
100		100		98.8 		212 		100 		100
99.9		100		100 		101 		100 		100
100		100		102 		82.5 		100 		100
100		99.8		98.8 		112 		99.8 		100
100		100		101 		218 		100 		99.9
100		99.9		98.8 		98.8 		99.8 		100
100		99.8		101 		101 		100 		100
100		100		101 		101 		100 		100
99.9		100		98.8 		16.0 		99.8 		100
100		99.8		101 		184 		100 		100
100		100		98.8 		98.8 		99.9 		100
100		100		101 		101 		99.9 		100
99.9		99.9		101 		101 		100 		99.9
100		100		98.8 		98.8 		100 		100
100		99.9		101 		101 		100 		100
100		99.8		98.8 		98.8 		100 		100
100		100		101 		101 		99.9 		100
100		99.9		101 		101 		100 		100
100		100		98.8 		98.8 		100 		100
99.9		100		101 		101 		100 		100
100		99.9		98.8 		98.8 		99.9 		99.9
100		100		101 		101 		99.9 		100
100		100		101 		101 		100 		100
100		99.9		98.8 		98.8 		100 		100
99.9		100		101 		101 		100 		100
100		100		98.8 		98.8 		99.9 		99.9
100		99.9		101 		101 		100 		100
99.9		100		101 		101 		99.9 		100
100		99.9		98.8 		98.8 		100 		100
100		100		101 		101 		100 		100
100		99.9		98.8 		98.8 		100 		99.9
99.9		100		101 		101 		99.9 		100
100		99.9		101 		101 		100 		99.9
100		100		98.8 		98.8 		99.8 		100
100		99.9		101 		101 		99.9 		100
99.9		100		98.8 		98.8 		100 		100
100		100		101 		101 		99.7 		100
100		100		101 		101 		100 		100
100		100		98.8 		98.8 		100 		99.9
100		99.9		101 		101 		100 		100
99.9		100		98.8 		98.8 		100 		100
100		100		101 		101 		100 		99.9
100		99.8		101 		101 		100 		100
100		100		98.8 		98.8 		99.9 		100
100		99.9		101 		101 		99.9 		100
100		100		98.8 		98.8 		100 		100
100		100		101 		101 		100 		99.9
100		100		101 		101 		99.9 		100
100		99.9		98.8 		98.8 		100 		100
99.9		99.9		101 		101 		100 		100
100		100		98.8 		98.8 		99.9 		100
100		99.9		101 		101 		94.0 		99.9
99.9		99.9		101 		101 		99.9 		100
100		99.9		98.8 		98.8 		100 		100
99.9		100		101 		101 		99.9 		100
100		100		101 		99.3 		100 		100
100		99.8		98.8 		100 		100 		100
100		100		101 		101 		99.9 		100
100		100		98.8 		98.8 		100 		100
99.9		100		101 		101 		99.9 		100
100		99.9		101 		101 		99.9 		99.9
99.9		100		98.8 		98.8 		100 		100
100		100		101 		101 		100 		100
100		99.9		98.8 		98.8 		99.9 		100
100		99.9		101 		101 		99.9 		100
100		100		101 		101 		100 		100
100		100		98.8 		98.8 		100 		100
100		100		101 		101 		99.9 		99.9
99.9		100		98.8 		98.8 		100 		100
100		100		101 		101 		99.9 		100
100		100		101 		101 		100 		100
100		100		98.8 		98.8 		99.9 		100
100		100		101 		101 		99.9 		99.9
100		100		98.8 		98.8 		100 		100
99.9		100		101 		101 		99.9 		100
100		100		101 		101 		100 		100
100		100		98.8 		98.8 		100 		100
100		99.8		101 		101 		100 		100
100		100		98.8 		98.8 		99.7 		100
100		100		101 		101 		100 		100
99.9		100		101 		101 		99.8 		99.9
100		100		98.8 		98.8 		99.9 		100
99.9		100		101 		101 		100 		100
100		99.9		98.8 		98.8 		100 		99.9
100		99.9		101 		101 		99.9 		100
100		100		101 		101 		100 		100
100		99.8		98.8 		98.8 		99.9 		99.9
100		100		101 		101 		100 		100
99.9		100		98.8 		98.8 		100 		99.9
100		100		101 		101 		100 		100
100		99.9		101 		101 		99.7 		100
100		100		98.8 		98.8 		100 		100
100		100		101 		101 		100 		100
99.9		99.9		98.8 		98.8 		100 		99.9
100		100		101 		101 		99.8 		100
100		100		101 		101 		100 		100
100		99.9		98.8 		98.8 		100 		100
100		100		101 		101 		99.8 		100
100		99.9		98.8 		98.8 		100 		100
99.9		100		101 		101 		99.8 		99.9
100		100		101 		101 		100 		100
100		99.8		98.8 		98.8 		100 		100
99.9		100		101 		101 		100 		100
100		100		98.8 		98.8 		99.9 		100
100		99.8		101 		101 		100 		100
100		100		101 		101 		100 		100
100		100		98.8 		98.8 		99.9 		99.9
99.9		100		101 		101 		99.9 		100
100		99.9		98.8 		98.8 		100 		100
100		99.9		101 		101 		99.7 		99.9
100		100		101 		101 		100 		100
100		100		98.8 		98.8 		99.9 		100
100		99.9		101 		101 		100 		100
100		99.9		98.8 		98.8 		99.9 		100
100		100		101 		101 		100 		99.9
99.9		100		101 		101 		99.9 		100
100		99.9		98.8 		98.8 		100 		100
100		100		101 		101 		100 		100
99.9		99.9		98.8 		98.8 		100 		100
100		100		101 		101 		100 		99.9
100		100		101 		101 		99.9 		100
100		99.9		98.8 		98.8 		100 		100
99.9		99.9		101 		101 		99.8 		100
100		100		101 		100 		100 		100
100		99.8		98.8 		99.2 		100 		100
100		99.9		101 		101 		100 		100
100		100		98.8 		98.8 		99.8 		100
99.9		99.9		101 		101 		99.9 		99.9
100		100		101 		100 		100 		100
100		99.9		98.8 		99.2 		100 		100
100		100		101 		101 		99.9 		99.9
100		100		98.8 		98.8 		99.9 		100
100		100		101 		101 		100 		100
100		100		101 		101 		100 		100
99.9		99.9		98.8 		98.8 		99.8 		100
100		100		101 		101 		100 		99.9
100		100		98.8 		98.8 		99.9 		100
99.9		99.8		101 		101 		100 		100
100		100		101 		101 		100 		100
100		99.9		98.8 		98.8 		100 		100
100		100		101 		101 		99.9 		99.9
100		100		98.8 		98.8 		100 		100
99.9		99.7		101 		101 		99.8 		100
100		100		101 		101 		100 		100
100		100		98.8 		98.8 		99.8 		100
99.9		99.9		101 		101 		100 		100
100		100		98.8 		98.8 		100 		100
100		100		101 		101 		100 		99.9
100		99.9		101 		101 		99.9 		100
100		100		98.8 		98.8 		100 		100
100		99.9		101 		101 		100 		100
99.9		99.9		98.8 		98.8 		99.7 		99.9
100		100		101 		101 		100 		100
100		99.9		101 		101 		99.9 		100
100		100		98.8 		98.8 		100 		100
100		99.9		101 		101 		99.9 		100
99.9		100		98.8 		98.8 		100 		99.9
100		99.9		101 		101 		99.9 		100
100		100		101 		101 		100 		100
100		100		98.8 		98.8 		100 		100
100		99.9		101 		101 		99.9 		100
100		100		98.8 		98.8 		100 		99.9
99.9		100		101 		101 		100 		100
100		99.9		101 		101 		99.8 		100
100		100		98.8 		98.8 		100 		100
100		100		101 		101 		100 		100
100		99.8		98.8 		98.8 		99.9 		100
100		100		101 		101 		100 		100
100		99.9		101 		101 		100 		99.9
99.9		100		98.8 		98.8 		99.8 		100
100		99.9		101 		101 		100 		100
100		100		98.8 		98.8 		99.9 		100
100		100		101 		101 		100 		100
100		100		101 		101 		99.9 		100
100		99.9		98.8 		98.8 		100 		100
99.9		99.9		101 		101 		100 		99.9
100		100		98.8 		98.8 		100 		100
99.9		100		101 		101 		99.9 		99.9
100		100		101 		101 		99.9 		100
100		99.8		98.8 		98.8 		100 		100
100		99.9		101 		101 		99.9 		100
100		100		98.8 		98.8 		99.8 		100
100		100		101 		101 		100 		99.9
100		100		101 		101 		99.9 		100
100		100		98.8 		98.8 		100 		100
99.9		99.9		101 		101 		100 		100
100		100		101 		98.8 		100 		100
100		99.8		98.8 		101 		100 		99.9
99.9		100		101 		101 		100 		100
100		100		98.8 		98.8 		99.8 		100
99.9		100		101 		101 		100 		100
100		99.9		101 		99.2 		99.9 		100
100		99.9		98.8 		100 		100 		100
100		100		101 		101 		100 		100
100		100		98.8 		98.8 		100 		100
100		99.8		101 		101 		99.9 		99.9
99.9		100		101 		101 		100 		100
100		99.9		98.8 		98.8 		100 		100
100		100		101 		101 		99.9 		100
99.9		100		98.8 		98.8 		99.9 		100
100		99.9		101 		101 		100 		100
100		100		101 		101 		100 		100
100		99.9		98.8 		98.8 		100 		100
100		100		101 		101 		100 		99.9
100		99.9		98.8 		98.8 		99.8 		100
99.9		100		101 		101 		100 		100
100		99.8		101 		101 		99.7 		100
100		100		98.8 		98.8 		100 		100
99.9		99.8		101 		101 		100 		99.9
100		99.9		98.8 		98.8 		100 		100
100		100		101 		101 		99.9 		100
100		100		32.3 		101 		100 		100
100		99.9		0.00 		98.8 		99.8 		100
100		100		0.00 		101 		100 		100
100		100		0.00 		98.8 		100 		100
100		99.9		0.00 		101 		99.9 		100
100		100		2.02 		101 		100 		99.9
99.9		100		92.3 		98.8 		99.8 		100
100		100		56.4 		101 		100 		100
100		99.9		0.00 		98.8 		100 		99.9
100		100		1.68 		101 		99.8 		100
100		99.9		91.4 		101 		100 		100
100		100		101 		98.8 		100 		100
100		100		101 		101 		99.9 		100
99.9		100		98.8 		98.8 		100 		99.9
100		100		101 		101 		100 		100
100		99.9		12.1 		101 		99.8 		100
99.9		100		0.00 		98.8 		100 		100
100		100		0.00 		101 		99.9 		100
99.8		99.8		0.00 		98.8 		100 		99.9
100		100		107 		101 		100 		100
100		100		101 		101 		99.8 		100
100		100		98.8 		98.8 		100 		100
99.9		100		101 		101 		100 		100
100		100		98.8 		98.8 		100 		99.9
100		100		101 		101 		100 		100
99.9		99.8		101 		101 		99.9 		99.9
100		100		98.8 		98.8 		100 		100
100		100		101 		101 		100 		100
100		99.9		98.8 		98.8 		100 		100
99.9		100		101 		101 		100 		99.9
100		100		101 		101 		100 		100
99.9		99.9		98.8 		98.8 		99.9 		100
99.9		100		101 		101 		100 		100
100		99.8		98.8 		98.8 		99.7 		100
100		100		101 		101 		100 		99.9
100		100		101 		101 		99.9 		100
100		100		98.8 		98.8 		100 		100
100		100		101 		101 		100 		100
100		99.9		98.8 		98.8 		100 		100
100		100		101 		101 		99.9 		99.9
99.9		99.8		101 		101 		100 		100
100		100		98.8 		98.8 		99.9 		100
99.9		100		101 		101 		100 		100
100		99.8		98.8 		98.9 		99.8 		100
100		100		101 		101 		100 		99.9
100		99.9		101 		101 		100 		100
100		100		98.8 		98.8 		100 		100
100		100		101 		101 		99.9 		100
100		99.9		98.8 		99.1 		99.9 		100
99.9		100		101 		100 		100 		100
100		99.9		101 		101 		99.7 		99.9
100		100		98.8 		98.8 		100 		100
100		99.8		101 		101 		99.8 		99.9
99.9		100		98.8 		101 		100 		100
100		99.9		101 		98.8 		100 		100
99.9		100		101 		101 		99.9 		99.9
100		100		98.8 		98.8 		100 		100
100		99.9		101 		101 		99.8 		100
100		100		98.8 		101 		100 		100
99.9		100		101 		98.8 		100 		100
100		99.9		101 		101 		100 		99.9
100		100		98.8 		98.8 		100 		100
100		100		101 		101 		99.9 		100
99.9		99.9		98.8 		101 		100 		100
100		100		101 		98.8 		99.9 		100
100		100		101 		101 		100 		99.9
100		99.9		98.8 		98.8 		99.9 		100
99.9		100		101 		101 		100 		100
100		99.8		98.8 		101 		100 		100
100		100		101 		98.8 		100 		100
99.9		100		101 		101 		99.8 		100
100		100		98.8 		98.8 		100 		100
100		99.8		101 		101 		100 		100
100		100		98.8 		101 		99.8 		99.9
100		100		101 		98.8 		100 		100
99.9		99.9		101 		101 		99.9 		100
50.0		99.9		98.8 		98.8 		100 		99.9
0.00		100		101 		101 		100 		100
23.6		100		98.8 		101 		99.9 		100
0.00		99.9		101 		98.8 		100 		100
0.00		99.9		101 		101 		99.7 		100
0.00		100		98.8 		98.8 		100 		99.9
33.9		100		101 		101 		99.9 		100
105		100		101 		101 		99.9 		100
100		99.9		98.8 		98.8 		100 		100
100		99.9		101 		101 		100 		100
100		100		98.8 		98.8 		99.8 		99.9
100		99.9		101 		101 		100 		100
3.58		100		101 		101 		99.9 		100
0.00		100		98.8 		98.8 		100 		100
42.1		100		101 		101 		99.9 		100
100		100		98.8 		98.8 		100 		100
100		99.7		101 		101 		100 		100
99.9		100		101 		101 		99.9 		99.9
100		100		98.8 		98.8 		100 		100
99.9		100		101 		101 		99.8 		100
100		99.9		98.8 		98.8 		100 		100
100		100		101 		101 		99.9 		100
100		99.9		101 		101 		100 		100
100		100		98.8 		399 		99.9 		99.9
99.9		99.8		101 		947 		100 		100
100		100		98.8 		949 		100 		100
100		100		101 		210 		100 		99.9
99.9		100		101 		101 		100 		100
100		100		98.8 		98.8 		99.8 		100
100		100		101 		101 		100 		100
100		99.9		98.8 		101 		100 		100
100		100		101 		98.8 		99.8 		99.9
99.9		100		101 		101 		100 		100
100		100		98.8 		98.8 		100 		100
100		100		101 		101 		100 		100
100		100		98.8 		101 		99.9 		100
100		99.9		101 		98.8 		100 		100
100		100		101 		101 		100 		99.9
100		99.9		98.8 		98.8 		99.8 		100
100		99.9		101 		101 		100 		100
100		100		98.8 		101 		100 		100
99.9		100		101 		98.8 		99.9 		100
100		99.8		101 		101 		100 		100
100		100		98.8 		98.8 		99.8 		100
99.9		100		101 		101 		100 		100
100		99.8		98.8 		101 		100 		99.9
100		100		101 		98.8 		99.8 		100
100		99.8		101 		101 		100 		100
99.9		100		98.8 		98.8 		100 		100
100		100		101 		101 		100 		100
100		99.9		98.8 		101 		99.9 		100
99.8		100		101 		98.8 		100 		100
100		100		101 		101 		99.8 		99.9
99.9		99.9		98.8 		98.8 		100 		100
100		99.9		101 		101 		100 		100
100		100		98.8 		101 		99.9 		100
100		99.9		101 		98.8 		99.9 		100
100		99.9		101 		101 		100 		99.9
100		100		98.8 		98.8 		100 		100
99.9		100		101 		101 		100 		100
100		99.8		98.8 		101 		99.8 		100
99.9		100		101 		98.8 		100 		100
100		100		101 		101 		99.9 		100
100		99.6		98.8 		98.8 		100 		100
100		100		101 		101 		100 		100
99.9		99.9		98.8 		101 		100 		99.9
100		100		101 		98.8 		99.8 		100
100		99.9		101 		101 		99.9 		100
100		100		98.8 		98.8 		100 		100
100		100		101 		101 		100 		100
100		99.9		98.8 		101 		99.8 		100
99.9		100		101 		98.8 		82.7 		100
100		100		101 		101 		99.9 		100
99.9		100		98.8 		98.8 		97.3 		99.9
100		100		101 		101 		99.7 		100
100		99.9		101 		101 		100 		100
100		100		98.8 		98.8 		100 		100
100		100		101 		101 		99.9 		100
100		100		98.8 		98.9 		100 		99.9
99.9		99.9		101 		101 		99.8 		100
100		100		101 		101 		100 		100
100		99.8		98.8 		98.8 		100 		100
100		99.9		101 		101 		100 		100
100		100		98.8 		99.1 		100 		100
99.9		99.9		101 		100 		100 		100
100		100		101 		101 		99.8 		99.9
100		100		98.8 		98.8 		100 		100
99.9		100		101 		101 		99.7 		100
100		100		98.8 		101 		100 		100
99.9		100		101 		98.8 		100 		100
100		99.9		101 		101 		100 		100
100		100		98.8 		98.8 		99.9 		99.9
100		99.9		101 		101 		100 		100
99.9		100		98.8 		101 		100 		100
100		99.9		99.1 		98.8 		100 		99.9
99.9		100		101 		101 		99.9 		100
100		100		100 		98.8 		100 		100
100		99.7		101 		101 		100 		100
100		100		98.8 		101 		99.9 		100
100		100		101 		98.8 		100 		99.9
99.9		99.8		101 		101 		99.8 		100
100		100		98.8 		98.8 		100 		100
100		100		101 		101 		99.9 		100
100		99.9		98.8 		101 		100 		100
100		100		101 		98.8 		99.9 		99.9
100		100		101 		101 		100 		100
100		99.9		98.8 		98.8 		100 		100
100		100		101 		101 		100 		100
99.9		100		98.8 		101 		100 		100
100		99.8		101 		98.8 		100 		100
100		99.9		101 		101 		100 		100
100		100		98.8 		98.8 		99.8 		100
99.9		100		101 		101 		100 		99.9
100		99.9		98.8 		101 		100 		100
99.9		100		101 		98.8 		100 		100
100		99.9		101 		101 		99.9 		99.9
99.9		100		98.8 		98.8 		100 		100
100		99.9		101 		101 		99.9 		100
100		99.9		98.8 		101 		100 		100
100		100		101 		98.8 		100 		100
99.9		100		101 		101 		100 		99.9
100		100		98.8 		98.8 		99.7 		100
99.9		99.8		101 		101 		100 		100
100		100		98.8 		101 		100 		100
100		99.8		101 		98.8 		100 		100
100		100		101 		101 		100 		99.9
100		99.9		98.8 		98.8 		99.8 		100
100		100		101 		101 		100 		100
100		100		98.8 		101 		99.9 		100
100		99.9		101 		98.8 		100 		100
99.9		100		101 		101 		100 		100
100		100		98.8 		98.8 		99.8 		100
100		99.9		101 		101 		100 		99.9
100		99.9		98.8 		101 		100 		100
99.9		100		101 		98.8 		99.9 		100
100		99.9		101 		101 		99.9 		100
100		100		98.8 		98.8 		100 		100
100		99.9		101 		101 		100 		100
100		100		98.8 		101 		100 		99.9
100		99.9		101 		98.8 		100 		100
99.9		100		101 		101 		99.8 		100
100		99.9		98.8 		98.8 		100 		99.9
99.9		100		101 		101 		99.9 		100
100		100		101 		101 		100 		100
100		100		98.8 		98.8 		100 		100
100		99.9		101 		101 		99.9 		100
99.9		100		98.8 		98.8 		100 		99.9
99.9		100		101 		101 		100 		100
100		99.9		101 		101 		99.8 		100
99.9		99.9		98.8 		98.8 		100 		100
100		100		101 		101 		99.9 		100
100		99.8		98.8 		99.2 		99.9 		100
100		100		101 		100 		100 		100
100		100		101 		101 		100 		99.9
99.9		99.9		98.8 		98.8 		100 		100
100		99.8		101 		101 		100 		100
99.9		100		98.8 		101 		99.9 		100
100		99.8		101 		99.0 		99.9 		100
100		100		101 		101 		100 		100
100		100		98.8 		98.8 		99.9 		100
99.9		99.8		101 		101 		100 		100
100		100		98.8 		101 		100 		100
100		100		101 		98.8 		99.9 		99.9
