433	447	547 	949 	734 	774
418	451	502 	947 	713 	774
403	454	534 	947 	925 	749
399	455	576 	949 	928 	773
402	453	576 	947 	576 	769
402	453	587 	947 	813 	768
403	450	603 	597 	724 	771
400	452	602 	589 	771 	769
422	451	564 	947 	916 	775
436	454	590 	947 	687 	774
434	315	593 	949 	483 	770
435	441	586 	947 	805 	775
437	452	584 	836 	767 	774
429	454	588 	544 	758 	769
429	454	595 	949 	753 	775
435	460	591 	947 	667 	757
434	465	597 	947 	727 	732
437	438	585 	949 	765 	732
434	375	592 	947 	759 	737
435	453	592 	947 	917 	734
429	453	597 	949 	732 	734
433	454	595 	494 	627 	738
433	453	592 	873 	793 	740
435	348	589 	948 	287 	739
431	453	592 	947 	918 	740
436	452	596 	947 	707 	737
428	453	599 	949 	559 	738
439	455	598 	947 	756 	739
436	261	599 	947 	720 	739
430	446	535 	949 	512 	741
436	404	503 	277 	908 	725
436	467	544 	166 	375 	718
427	443	566 	947 	920 	718
429	456	583 	948 	589 	719
428	451	569 	948 	734 	712
432	255	586 	947 	720 	717
430	360	590 	947 	922 	717
425	392	571 	948 	796 	717
418	447	542 	949 	242 	661
429	450	591 	947 	575 	753
426	447	585 	947 	925 	753
422	451	595 	949 	931 	770
415	454	538 	947 	924 	773
428	455	495 	947 	932 	777
433	453	539 	949 	762 	433
430	453	558 	946 	922 	522
426	450	590 	949 	917 	755
431	452	588 	947 	862 	758
428	451	594 	947 	750 	755
414	454	586 	949 	809 	756
406	315	451 	947 	893 	757
407	441	489 	947 	882 	756
405	452	555 	949 	542 	745
404	454	550 	948 	757 	608
406	454	567 	670 	732 	752
404	460	545 	175 	936 	754
406	465	576 	947 	843 	757
406	438	600 	949 	746 	763
404	375	600 	947 	576 	770
402	453	471 	947 	666 	773
401	453	501 	949 	650 	612
404	454	501 	947 	930 	723
405	453	536 	948 	846 	776
403	348	593 	941 	693 	775
406	453	592 	440 	693 	778
403	452	595 	949 	742 	773
403	453	597 	947 	928 	777
404	455	578 	947 	690 	772
403	261	576 	949 	683 	764
404	446	588 	947 	705 	726
405	404	585 	947 	927 	708
406	467	592 	949 	746 	716
407	443	583 	602 	750 	712
404	456	557 	765 	924 	711
405	451	591 	947 	608 	717
408	255	597 	947 	705 	716
399	360	536 	949 	923 	715
404	392	537 	947 	866 	717
405	447	590 	947 	822 	717
406	450	590 	949 	465 	719
404	447	590 	946 	530 	717
407	451	590 	949 	929 	717
408	454	574 	947 	800 	717
406	455	499 	947 	588 	737
406	453	502 	949 	710 	739
407	453	502 	947 	637 	739
405	450	504 	947 	743 	738
405	452	535 	947 	877 	730
405	451	589 	949 	787 	739
401	454	524 	947 	473 	740
398	315	501 	947 	834 	736
403	441	539 	948 	693 	738
406	452	588 	948 	903 	741
406	454	585 	947 	731 	738
403	454	590 	948 	762 	739
406	460	588 	949 	835 	738
404	465	533 	947 	826 	626
405	438	583 	948 	280 	760
404	375	590 	948 	768 	774
401	453	587 	947 	799 	772
406	453	581 	949 	845 	416
406	454	588 	399 	831 	623
407	453	588 	772 	750 	747
405	348	588 	947 	674 	771
404	453	586 	949 	831 	770
405	452	594 	948 	812 	768
407	453	590 	947 	680 	767
406	455	588 	588 	752 	769
398	261	585 	947 	570 	639
395	446	588 	949 	421 	762
396	404	585 	948 	775 	772
402	467	534 	947 	747 	771
406	443	505 	948 	767 	773
406	456	536 	948 	920 	770
407	451	557 	947 	930 	778
405	255	501 	947 	371 	523
403	360	537 	949 	542 	680
405	392	538 	946 	664 	775
407	447	587 	949 	500 	772
406	450	588 	947 	775 	771
406	447	590 	947 	708 	760
407	451	586 	949 	570 	757
405	454	506 	947 	321 	745
395	455	478 	947 	835 	766
402	453	495 	949 	657 	773
402	453	530 	947 	754 	754
418	450	501 	947 	405 	773
433	452	537 	949 	666 	772
431	451	569 	947 	896 	772
431	454	479 	947 	784 	736
420	315	530 	949 	453 	735
421	441	487 	947 	328 	733
408	452	522 	947 	640 	736
406	454	564 	947 	571 	733
406	454	516 	949 	924 	735
406	460	588 	947 	759 	732
406	465	595 	947 	542 	736
414	438	463 	949 	734 	696
435	375	556 	947 	713 	730
432	453	565 	948 	925 	736
432	453	548 	948 	928 	738
431	454	508 	947 	576 	739
437	453	479 	673 	813 	738
431	348	524 	21.4 	724 	739
436	453	594 	948 	771 	740
435	452	595 	947 	916 	738
434	453	597 	947 	687 	738
435	455	531 	949 	483 	737
432	261	493 	774 	805 	734
429	446	502 	943 	767 	698
426	404	502 	947 	758 	716
435	467	513 	949 	753 	740
434	443	483 	947 	667 	741
434	456	495 	947 	727 	669
434	451	502 	949 	765 	510
435	255	516 	948 	759 	655
429	360	593 	947 	917 	756
429	392	552 	947 	732 	775
429	447	496 	400 	627 	772
435	450	526 	594 	793 	771
437	447	585 	948 	287 	770
436	451	588 	948 	918 	616
437	454	535 	947 	707 	540
431	455	531 	947 	559 	659
436	453	530 	949 	756 	771
436	453	499 	947 	720 	777
434	450	522 	947 	512 	776
436	452	586 	949 	908 	773
435	451	570 	947 	375 	761
432	454	587 	947 	920 	760
435	315	580 	947 	589 	562
437	441	591 	949 	734 	702
437	452	585 	947 	720 	759
428	454	528 	390 	922 	761
434	454	516 	582 	796 	753
440	460	585 	947 	242 	760
433	465	547 	949 	575 	762
425	438	510 	947 	925 	760
420	375	494 	947 	931 	757
419	453	530 	949 	924 	763
421	453	588 	948 	932 	775
422	454	595 	947 	762 	753
424	453	585 	947 	922 	761
434	348	585 	633 	917 	746
434	453	503 	416 	862 	719
435	452	595 	948 	750 	718
434	453	585 	948 	809 	716
434	455	585 	947 	893 	720
433	261	583 	947 	882 	719
427	446	562 	378 	542 	712
425	404	496 	516 	757 	710
427	467	502 	865 	732 	714
432	443	421 	886 	936 	726
432	456	487 	199 	843 	720
434	451	358 	24.3 	746 	719
437	255	514 	935 	576 	719
433	360	510 	947 	666 	706
424	392	586 	947 	650 	721
406	447	594 	949 	930 	718
392	450	583 	947 	846 	715
329	447	564 	947 	693 	713
329	451	531 	949 	693 	715
330	454	590 	948 	742 	716
329	455	590 	203 	928 	699
395	453	585 	155 	690 	726
406	453	590 	949 	683 	737
406	450	583 	947 	705 	739
406	452	588 	949 	927 	717
405	451	584 	947 	746 	718
405	454	521 	947 	750 	712
407	315	535 	949 	924 	720
404	441	585 	947 	608 	718
406	452	593 	947 	705 	719
405	454	588 	199 	923 	717
405	454	588 	185 	866 	374
405	460	595 	947 	822 	600
405	465	578 	949 	465 	743
404	438	508 	947 	530 	503
405	375	485 	947 	929 	669
404	453	518 	949 	800 	752
404	453	595 	948 	588 	759
405	454	592 	947 	710 	774
406	453	589 	948 	637 	778
407	348	585 	948 	743 	769
405	453	585 	947 	877 	760
406	452	592 	949 	787 	189
405	453	592 	946 	473 	447
407	455	591 	949 	834 	633
406	261	588 	947 	693 	731
403	446	578 	947 	903 	759
406	404	593 	949 	731 	758
407	467	584 	947 	762 	749
407	443	554 	947 	835 	759
406	456	588 	949 	826 	759
407	451	588 	947 	280 	406
407	255	590 	947 	768 	560
406	360	595 	949 	799 	728
406	392	580 	947 	845 	762
408	447	579 	947 	831 	761
406	450	581 	724 	750 	757
406	447	588 	252 	674 	757
404	451	590 	947 	831 	760
407	454	590 	949 	812 	754
407	455	549 	947 	680 	755
407	453	591 	947 	752 	756
407	453	589 	949 	570 	757
409	450	595 	946 	421 	771
409	452	595 	949 	775 	776
408	451	595 	947 	747 	764
406	454	588 	947 	767 	751
407	315	595 	948 	920 	761
406	441	590 	948 	930 	760
407	452	588 	947 	371 	737
408	454	585 	948 	542 	720
407	454	588 	948 	664 	712
408	460	588 	947 	500 	712
407	465	598 	947 	775 	715
407	438	585 	949 	708 	713
410	375	527 	946 	570 	714
406	453	495 	916 	321 	714
408	453	553 	365 	835 	710
406	454	602 	947 	657 	712
408	453	602 	947 	754 	715
407	348	557 	948 	405 	717
407	453	537 	948 	666 	714
407	452	444 	947 	896 	714
408	453	549 	947 	784 	717
408	455	512 	949 	453 	713
409	261	595 	911 	328 	700
403	446	592 	771 	640 	711
408	404	593 	941 	571 	714
408	467	580 	949 	924 	713
410	443	593 	947 	759 	713
432	456	595 	947 	542 	714
434	451	604 	947 	734 	714
438	255	595 	949 	713 	715
427	360	586 	947 	925 	500
425	392	578 	947 	928 	647
406	447	589 	948 	576 	758
406	450	593 	948 	813 	751
398	447	590 	947 	724 	763
405	451	583 	948 	771 	474
406	454	578 	948 	916 	662
405	455	589 	947 	687 	755
422	453	595 	947 	483 	761
436	453	594 	489 	805 	766
433	450	581 	112 	767 	751
436	452	588 	735 	758 	758
438	451	595 	947 	753 	759
413	454	595 	947 	667 	284
407	315	595 	949 	727 	638
405	441	593 	947 	765 	759
407	452	587 	947 	759 	770
404	454	591 	949 	917 	760
278	454	597 	947 	732 	757
342	460	595 	948 	627 	756
342	465	524 	947 	793 	759
413	438	590 	27.1 	287 	763
431	375	591 	541 	918 	758
427	453	595 	947 	707 	759
242	453	523 	947 	559 	771
330	454	590 	949 	756 	771
247	453	595 	947 	720 	778
322	348	590 	947 	512 	761
338	453	539 	949 	908 	772
334	452	593 	947 	375 	773
401	453	555 	947 	920 	771
433	455	592 	463 	589 	779
427	261	597 	268 	734 	780
423	446	592 	947 	720 	780
432	404	590 	948 	922 	761
426	467	590 	948 	796 	731
407	443	593 	947 	242 	712
408	456	595 	947 	575 	710
405	451	590 	949 	925 	715
407	255	592 	947 	931 	715
406	360	559 	947 	924 	714
406	392	590 	949 	932 	714
406	447	523 	456 	762 	698
407	450	593 	225 	922 	692
406	447	591 	875 	917 	711
407	451	506 	932 	862 	716
406	454	511 	947 	750 	714
405	455	593 	947 	809 	716
395	453	586 	947 	893 	713
396	453	578 	949 	882 	730
406	450	593 	947 	542 	714
398	452	593 	947 	757 	716
404	451	589 	947 	732 	692
405	454	587 	949 	936 	695
406	315	593 	947 	843 	705
405	441	567 	947 	746 	713
408	452	578 	949 	576 	717
407	454	571 	946 	666 	700
406	454	564 	949 	650 	725
405	460	495 	343 	930 	734
407	465	502 	491 	846 	728
406	438	586 	948 	693 	769
405	375	504 	947 	693 	764
406	453	506 	948 	742 	758
406	453	571 	948 	928 	758
406	454	588 	947 	690 	759
408	453	587 	413 	683 	748
407	348	591 	551 	705 	755
405	453	582 	947 	927 	750
400	452	581 	947 	746 	759
405	453	584 	949 	750 	761
405	455	587 	947 	924 	757
408	261	570 	947 	608 	756
407	446	519 	948 	705 	758
408	404	592 	947 	923 	757
407	467	499 	867 	866 	757
406	443	593 	613 	822 	759
407	456	594 	947 	465 	759
406	451	595 	947 	530 	757
406	255	578 	949 	929 	762
405	360	599 	947 	800 	759
407	392	601 	947 	588 	757
407	447	590 	949 	710 	757
404	450	593 	947 	637 	760
405	447	592 	947 	743 	762
408	451	592 	309 	877 	758
405	454	537 	404 	787 	760
407	455	435 	947 	473 	762
406	453	591 	947 	834 	759
407	453	595 	949 	693 	761
407	450	588 	921 	903 	763
407	452	597 	947 	731 	762
408	451	593 	947 	762 	760
406	454	590 	949 	835 	763
407	315	588 	947 	826 	759
407	441	531 	947 	280 	762
406	452	564 	804 	768 	762
408	454	587 	785 	799 	761
406	454	600 	948 	845 	758
408	460	595 	947 	831 	759
409	465	569 	948 	750 	772
407	438	584 	949 	674 	780
409	375	587 	947 	831 	750
408	453	586 	949 	812 	756
408	453	592 	947 	680 	773
409	454	585 	947 	752 	761
407	453	588 	949 	570 	771
409	348	587 	947 	421 	766
407	453	578 	947 	775 	745
407	452	585 	949 	747 	717
408	453	485 	860 	767 	707
408	455	552 	278 	920 	720
409	261	501 	947 	930 	717
410	446	482 	949 	371 	720
438	404	558 	947 	542 	722
437	467	587 	947 	664 	721
437	443	535 	949 	500 	720
437	456	570 	947 	775 	725
429	451	501 	947 	708 	703
402	255	580 	948 	570 	756
406	360	600 	948 	321 	757
403	392	593 	947 	835 	757
399	447	547 	63.2 	657 	761
405	450	580 	544 	754 	762
409	447	585 	949 	405 	762
432	451	586 	948 	666 	775
434	454	583 	947 	896 	782
438	455	572 	947 	784 	770
440	453	502 	949 	453 	747
432	453	549 	947 	328 	754
407	450	588 	947 	640 	756
407	452	590 	930 	571 	761
407	451	595 	740 	924 	757
404	454	583 	949 	759 	765
408	315	593 	947 	542 	762
403	441	592 	947 	734 	757
425	452	548 	948 	713 	753
437	454	503 	895 	925 	751
435	454	501 	838 	928 	754
435	460	552 	949 	576 	755
435	465	502 	947 	813 	759
437	438	583 	947 	724 	760
426	375	593 	430 	771 	761
433	453	597 	862 	916 	757
434	453	598 	947 	687 	757
440	454	600 	947 	483 	758
436	453	587 	949 	805 	753
437	348	570 	947 	767 	761
433	453	547 	947 	758 	771
422	452	568 	947 	753 	777
429	453	590 	949 	667 	764
430	455	577 	947 	727 	763
436	261	501 	947 	765 	183
431	446	503 	947 	759 	750
436	467	587 	949 	917 	753
439	443	590 	947 	732 	751
432	456	450 	583 	627 	609
434	451	502 	488 	793 	559
433	255	502 	947 	287 	711
438	360	504 	949 	918 	753
423	392	595 	947 	707 	749
430	447	590 	947 	559 	756
432	450	580 	949 	756 	720
435	447	581 	947 	720 	714
437	451	583 	947 	512 	719
437	454	587 	948 	908 	717
433	455	527 	375 	375 	719
439	453	475 	330 	920 	716
433	453	517 	947 	589 	718
210	450	585 	947 	734 	717
356	452	184 	949 	720 	716
414	451	602 	947 	922 	719
444	454	602 	947 	796 	709
441	315	580 	948 	242 	718
442	441	581 	947 	575 	717
439	452	577 	947 	925 	719
435	454	517 	620 	931 	717
439	454	519 	98.9 	924 	718
444	460	591 	947 	932 	725
443	465	541 	669 	762 	752
443	438	563 	949 	922 	755
447	375	587 	948 	917 	753
442	453	573 	947 	862 	753
443	453	588 	947 	750 	751
447	454	581 	949 	809 	754
448	453	589 	947 	893 	754
422	348	593 	947 	882 	752
414	453	600 	949 	542 	756
415	452	592 	233 	757 	468
415	453	550 	404 	732 	444
414	455	573 	947 	936 	240
415	261	558 	947 	843 	659
413	446	569 	949 	746 	756
414	454	564 	947 	576 	758
416	315	501 	947 	666 	758
415	441	499 	947 	650 	751
413	452	498 	949 	930 	755
414	454	525 	947 	846 	755
415	454	593 	947 	693 	757
414	460	528 	949 	693 	754
413	465	498 	947 	742 	757
414	438	544 	947 	928 	755
414	375	580 	949 	690 	757
415	453	585 	947 	683 	752
416	453	584 	122 	705 	752
415	454	590 	316 	927 	755
415	453	578 	947 	746 	753
415	348	578 	949 	750 	752
415	453	588 	947 	924 	757
415	452	583 	947 	608 	758
415	453	576 	949 	705 	758
415	455	590 	457 	923 	754
416	261	592 	245 	866 	759
415	446	590 	947 	822 	757
415	467	593 	949 	465 	757
412	443	514 	947 	530 	752
415	456	502 	947 	929 	756
413	451	573 	948 	800 	757
416	255	590 	948 	588 	758
416	360	590 	947 	710 	736
416	392	590 	948 	637 	717
415	447	588 	948 	743 	717
414	450	583 	853 	877 	723
414	447	587 	816 	787 	718
417	451	587 	949 	473 	717
416	454	588 	947 	834 	716
413	455	586 	947 	693 	715
414	453	585 	948 	903 	717
414	453	588 	835 	731 	716
417	450	591 	948 	762 	715
414	452	592 	947 	835 	716
415	451	519 	948 	826 	719
413	454	545 	890 	280 	715
416	315	589 	741 	768 	717
415	441	601 	948 	799 	716
416	452	502 	948 	845 	711
414	454	510 	947 	831 	718
415	454	537 	948 	750 	718
416	460	543 	948 	674 	720
414	465	529 	947 	831 	746
415	438	487 	947 	812 	433
415	375	568 	949 	680 	570
414	453	595 	947 	752 	716
415	453	383 	353 	570 	733
416	454	497 	560 	421 	751
416	453	493 	947 	775 	754
415	348	488 	947 	747 	755
416	453	495 	949 	767 	753
414	452	552 	946 	920 	755
416	453	501 	949 	930 	754
415	455	576 	947 	371 	758
416	261	550 	947 	542 	758
416	446	502 	949 	664 	748
415	454	554 	947 	500 	757
418	315	489 	947 	775 	755
414	441	514 	949 	708 	757
416	452	102 	929 	570 	755
419	454	201 	28.6 	321 	756
447	454	464 	550 	835 	753
447	460	492 	948 	657 	751
449	465	490 	947 	754 	754
448	438	495 	949 	405 	753
435	375	561 	947 	666 	755
415	453	585 	947 	896 	757
415	453	573 	109 	784 	752
409	454	573 	344 	453 	758
416	453	586 	261 	328 	755
415	348	587 	949 	640 	754
427	453	553 	947 	571 	753
448	452	556 	947 	924 	759
450	453	580 	949 	759 	756
449	455	581 	947 	542 	756
450	261	583 	947 	734 	757
434	446	592 	949 	713 	754
418	467	550 	947 	925 	755
416	443	573 	107 	928 	753
417	456	592 	25.1 	576 	754
415	451	592 	945 	813 	753
418	255	588 	948 	724 	754
424	360	592 	948 	771 	757
447	392	590 	947 	916 	754
450	447	590 	949 	687 	757
444	450	569 	947 	483 	755
445	447	571 	947 	805 	756
450	451	530 	949 	767 	754
451	454	574 	947 	758 	757
451	455	583 	577 	753 	757
446	453	499 	137 	667 	757
450	453	524 	947 	727 	725
450	450	576 	949 	765 	717
448	452	588 	947 	759 	711
449	451	590 	947 	917 	713
450	454	588 	949 	732 	716
445	315	593 	947 	627 	718
441	441	587 	947 	793 	717
450	452	588 	948 	287 	714
449	454	584 	946 	918 	719
450	454	580 	949 	707 	715
449	460	547 	947 	559 	717
447	465	562 	947 	756 	717
447	438	585 	949 	720 	753
449	375	588 	947 	512 	758
449	453	585 	947 	908 	758
447	453	592 	948 	375 	759
448	454	588 	948 	920 	757
447	453	577 	947 	589 	758
447	348	504 	948 	734 	762
449	453	501 	25.6 	720 	757
447	452	499 	174 	922 	753
444	453	499 	949 	796 	751
448	455	560 	947 	242 	754
448	261	588 	947 	575 	753
450	446	588 	949 	925 	756
447	454	590 	947 	931 	753
451	315	588 	947 	924 	753
343	441	526 	949 	932 	754
347	452	523 	797 	762 	751
345	454	583 	0.00 	922 	754
225	454	521 	584 	917 	758
282	460	295 	947 	862 	757
357	465	562 	947 	750 	758
357	438	582 	947 	809 	754
357	375	581 	949 	893 	758
416	453	580 	947 	882 	757
445	453	531 	947 	542 	761
444	454	495 	949 	757 	757
447	453	494 	947 	732 	759
446	348	495 	947 	936 	756
445	453	586 	78.0 	843 	755
446	452	583 	645 	746 	757
443	453	494 	947 	576 	755
446	455	482 	947 	666 	758
442	261	532 	947 	650 	760
445	446	505 	948 	930 	761
445	467	490 	948 	846 	756
446	443	486 	947 	693 	758
446	456	487 	948 	693 	760
448	451	486 	948 	742 	757
447	255	531 	946 	928 	759
441	360	544 	684 	690 	757
413	392	566 	46.8 	683 	755
414	447	550 	947 	705 	622
415	450	512 	947 	927 	434
415	447	496 	949 	746 	623
416	451	476 	947 	750 	710
415	454	488 	947 	924 	717
415	455	569 	948 	608 	716
416	453	569 	947 	705 	715
412	453	584 	947 	923 	716
414	450	578 	949 	866 	717
414	452	488 	947 	822 	715
415	451	489 	947 	465 	715
416	454	496 	949 	530 	716
416	315	499 	947 	929 	717
416	441	496 	947 	800 	715
415	452	561 	447 	588 	716
416	454	588 	331 	710 	716
416	454	590 	947 	637 	719
417	460	571 	948 	743 	718
416	465	572 	947 	877 	716
416	438	547 	947 	787 	731
415	375	557 	95.0 	473 	758
417	453	495 	124 	834 	758
415	453	495 	949 	693 	757
414	454	495 	947 	903 	758
415	453	495 	947 	731 	760
416	348	523 	949 	762 	754
414	453	502 	947 	835 	754
414	452	502 	947 	826 	753
416	453	495 	949 	280 	754
414	455	496 	947 	768 	757
416	261	499 	947 	799 	757
414	446	547 	472 	845 	755
415	454	584 	223 	831 	756
415	315	582 	949 	750 	759
413	441	593 	947 	674 	758
414	452	569 	947 	831 	757
414	454	576 	947 	812 	758
414	454	585 	949 	680 	759
415	460	583 	947 	752 	756
415	465	573 	947 	570 	753
415	438	581 	949 	421 	753
415	375	583 	947 	775 	755
414	453	591 	509 	747 	757
415	453	538 	207 	767 	673
417	454	502 	947 	920 	340
416	453	538 	948 	930 	567
416	348	501 	948 	371 	683
416	453	504 	947 	542 	469
417	452	549 	948 	664 	629
416	453	588 	949 	500 	685
416	455	588 	947 	775 	682
416	261	592 	947 	708 	678
416	446	593 	949 	570 	691
415	467	561 	947 	321 	690
416	443	576 	947 	835 	692
416	456	323 	949 	657 	692
415	451	468 	947 	754 	690
416	255	530 	947 	405 	692
415	360	582 	948 	666 	692
415	392	586 	948 	896 	693
415	447	585 	947 	784 	691
416	450	579 	947 	453 	657
413	447	586 	754 	328 	652
415	451	538 	468 	640 	646
415	454	581 	947 	571 	647
416	455	473 	948 	924 	647
413	453	488 	948 	759 	645
415	453	491 	947 	542 	646
415	450	533 	948 	734 	647
414	452	580 	116 	713 	652
415	451	584 	397 	925 	655
415	454	520 	947 	928 	654
414	315	490 	949 	576 	652
414	441	514 	947 	813 	646
414	452	505 	947 	724 	651
416	454	543 	949 	771 	651
423	454	568 	947 	916 	648
445	460	208 	947 	687 	646
447	465	588 	906 	483 	646
443	438	590 	28.8 	805 	647
448	375	585 	71.6 	767 	650
432	453	581 	112 	758 	648
414	453	569 	639 	753 	648
416	454	538 	947 	667 	648
414	453	575 	949 	727 	651
415	348	544 	947 	765 	689
415	453	602 	576 	759 	693
423	452	602 	657 	917 	114
446	453	593 	946 	732 	422
443	455	599 	947 	627 	592
444	261	584 	949 	793 	686
444	446	583 	947 	287 	693
431	454	593 	947 	918 	692
410	315	586 	948 	707 	695
409	441	583 	949 	559 	696
416	452	520 	947 	756 	694
416	454	503 	947 	720 	696
415	454	589 	949 	512 	685
422	460	601 	947 	908 	690
445	465	588 	949 	375 	692
445	438	583 	946 	920 	693
445	375	537 	948 	589 	694
446	453	555 	947 	734 	692
444	453	556 	948 	720 	693
445	454	522 	949 	922 	693
446	453	538 	947 	796 	694
450	348	565 	947 	242 	694
443	453	537 	949 	575 	691
447	452	553 	947 	925 	692
447	453	503 	947 	931 	690
446	455	501 	240 	924 	691
446	261	500 	112 	932 	694
446	446	534 	664 	762 	692
445	467	591 	947 	922 	692
445	443	590 	947 	917 	689
447	456	575 	948 	862 	694
447	451	581 	949 	750 	692
445	255	519 	947 	809 	689
449	360	502 	947 	893 	692
445	392	452 	949 	882 	692
444	447	531 	947 	542 	693
448	450	587 	819 	757 	691
448	447	527 	112 	732 	692
354	451	498 	835 	936 	695
353	454	532 	949 	843 	688
353	455	593 	947 	746 	692
397	453	567 	947 	576 	696
427	453	531 	949 	666 	694
438	450	587 	947 	650 	695
431	452	551 	947 	930 	693
437	451	328 	949 	846 	694
442	454	566 	947 	693 	695
432	315	561 	751 	693 	694
435	441	508 	112 	742 	697
443	452	534 	895 	928 	661
434	454	580 	947 	690 	655
438	454	494 	948 	683 	656
444	460	528 	948 	705 	652
440	465	573 	947 	927 	644
438	438	470 	948 	746 	651
434	375	559 	948 	750 	652
434	453	528 	947 	924 	649
431	453	578 	497 	608 	649
440	454	588 	234 	705 	652
